customer_id,signup_date,region,acquisition_channel,preferred_device,sessions_last_30d,orders_last_90d,avg_order_value_usd,discount_rate,support_tickets_last_90d,return_rate,nps_score,tenure_months,gross_revenue_12m_usd,last_purchase_date,churned
100238,2025-03-06,North,Email,Desktop,9,1,47.61,0.355,1,0.067,47.0,10,36.86,2025-09-20,0
100239,2024-12-13,North,Email,Mobile,8,2,77.87,0.192,0,0.183,-7.0,12,147.73,2025-09-27,0
100240,2024-05-01,Central,Organic,Desktop,7,3,53.97,0.154,0,0.027,26.0,20,164.39,2025-10-11,0
100241,2025-04-11,West,Organic,Desktop,10,1,74.61,0.16,0,0.166,13.0,8,86.78,2025-12-02,0
100242,2025-02-18,South,Organic,Mobile,8,1,31.05,0.148,0,0.207,42.0,10,30.15,2025-10-14,1
100243,2025-01-11,East,Organic,Desktop,10,4,59.39,0.012,1,0.269,,11,173.09,2025-10-25,1
100244,2025-05-09,West,Organic,Mobile,17,3,41.35,0.144,1,0.064,82.0,7,77.45,2025-11-02,0
100245,2025-09-14,Central,Social,Desktop,5,1,46.34,0.185,0,0.189,-6.0,3,502.85,2025-11-04,0
100246,2024-04-18,West,Email,,9,2,84.52,0.325,0,0.183,63.0,20,141.2,2025-12-14,0
100247,2024-11-11,East,Paid Search,Desktop,6,4,41.92,0.157,1,0.092,52.0,13,120.0,2025-09-21,1
100248,2025-06-12,South,Social,Desktop,4,1,40.77,0.115,0,0.076,43.0,6,57.18,2025-09-22,0
100249,2025-08-22,East,Organic,Desktop,8,2,34.17,0.019,1,0.138,32.0,4,124.86,2025-10-05,0
100250,2025-07-23,West,Referral,Tablet,2,2,58.73,0.096,0,0.062,81.0,5,138.59,2025-10-27,0
100251,2025-08-07,Central,Social,Mobile,11,4,30.88,0.135,1,0.264,92.0,4,157.26,2025-12-16,0
100252,2025-09-17,East,Referral,Desktop,8,3,62.1,0.201,0,0.04,30.0,3,232.06,2025-10-16,0
100253,2025-12-04,South,Email,Desktop,7,1,26.6,0.082,1,0.187,34.0,1,18.12,2025-09-07,0
100254,2025-03-20,South,Paid Search,Mobile,13,1,43.36,0.274,0,0.064,21.0,9,61.2,2025-12-16,0
100255,2024-06-30,West,Organic,Desktop,10,2,39.68,0.157,1,0.114,1.0,18,127.82,2025-11-19,0
100256,2025-02-15,Central,Organic,Mobile,12,1,45.69,0.118,1,0.128,42.0,10,86.67,2025-09-14,0
100257,2025-06-02,North,Paid Search,Mobile,11,2,40.94,0.239,0,0.135,41.0,7,84.07,2025-09-08,0
100258,2024-03-14,North,Email,Mobile,8,1,34.69,0.123,1,0.124,-10.0,21,31.24,2025-11-08,1
100259,2025-07-07,East,Paid Search,Mobile,12,4,35.12,0.28,1,0.177,42.0,5,222.52,2025-11-27,1
100260,2025-02-01,North,Referral,Desktop,8,2,38.6,0.175,1,0.28,38.0,11,102.6,2025-11-27,0
100261,2025-11-15,Central,Social,Mobile,7,4,45.67,0.147,0,0.037,20.0,1,269.53,2025-11-05,1
100262,2024-06-03,South,Organic,Mobile,2,3,26.91,0.131,0,0.219,18.0,19,81.91,2025-11-23,0
100263,2025-10-24,North,Paid Search,Mobile,9,3,38.14,0.043,0,0.022,46.0,2,150.74,2025-10-26,0
100264,2024-11-23,Central,Social,Mobile,11,2,39.79,0.043,0,0.038,75.0,13,75.29,2025-12-22,0
100265,2025-02-23,North,Social,Desktop,13,3,70.41,0.138,0,0.043,45.0,10,250.91,2025-12-24,0
100266,2025-04-27,South,Paid Search,Desktop,12,1,42.94,0.16,0,0.078,55.0,8,46.46,2025-12-31,0
100267,2025-02-27,North,Organic,Mobile,13,2,37.28,0.08,1,0.143,10.0,10,162.76,2025-10-07,0
100268,2025-10-22,North,Referral,Mobile,7,0,45.66,0.186,0,0.056,25.0,2,0.0,,0
100269,2024-05-02,North,Organic,Mobile,8,1,22.33,0.041,0,0.078,50.0,20,16.07,2025-12-19,0
100270,2025-06-17,North,Email,Mobile,9,2,28.81,0.111,0,0.214,1.0,6,69.19,2025-09-13,0
100271,2025-12-13,North,Organic,Mobile,10,4,35.92,0.183,0,0.14,40.0,1,184.33,2025-12-12,0
100272,2024-06-09,North,Organic,Mobile,9,3,32.68,0.17,0,0.082,47.0,19,102.36,2025-12-26,0
100273,2024-07-05,East,Paid Search,Mobile,6,1,25.0,0.103,0,0.092,34.0,18,22.87,2025-11-27,0
100274,2024-12-13,West,Paid Search,Mobile,9,3,53.75,0.158,0,0.037,43.0,12,224.62,2025-11-26,0
100275,2025-06-13,South,Paid Search,Mobile,5,2,39.99,0.062,2,0.129,29.0,6,76.92,2025-09-07,0
100276,2025-12-02,South,Paid Search,Mobile,11,4,38.67,0.231,0,0.038,19.0,1,205.26,2025-12-18,0
100277,2025-08-04,East,Email,Desktop,5,2,36.59,0.207,1,0.002,1.0,4,65.34,2025-09-06,0
100278,2025-08-03,Central,Paid Search,Desktop,18,3,45.41,0.13,0,0.092,33.0,5,142.26,2025-09-19,0
100279,2024-11-18,Central,Paid Search,Mobile,11,3,44.3,0.059,0,0.093,68.0,13,206.62,2025-11-03,0
100280,2025-04-16,North,Paid Search,Desktop,12,1,44.18,0.115,0,0.144,61.0,8,59.9,2025-10-12,0
100281,2024-06-03,North,Organic,Desktop,15,0,52.32,0.311,0,0.124,26.0,19,0.0,,1
100282,2024-12-04,South,Social,Mobile,9,1,28.02,0.055,1,0.106,21.0,13,34.09,2025-09-13,0
100283,2024-05-18,South,Organic,Mobile,9,1,37.1,0.131,0,0.075,24.0,19,45.27,2025-12-06,1
100284,2024-01-20,East,Social,Mobile,10,1,50.76,0.009,1,0.018,20.0,23,51.9,2025-09-08,0
100285,2025-09-18,East,Organic,Desktop,10,1,62.13,0.238,0,0.092,42.0,3,48.73,2025-11-11,1
100286,2025-08-11,North,Email,Mobile,8,3,58.44,0.228,0,0.09,61.0,4,232.54,2025-09-11,0
100287,2025-01-08,South,Paid Search,Desktop,5,2,46.64,0.099,0,0.062,92.0,11,164.97,2025-09-04,0
100288,2024-01-11,East,Email,Mobile,7,2,38.72,0.204,1,0.237,10.0,24,104.55,2025-09-21,1
100289,2024-03-06,North,Paid Search,Mobile,7,5,36.24,0.209,1,0.091,47.0,22,223.71,2025-09-28,0
100290,2024-03-22,Central,Organic,Desktop,5,0,25.99,0.101,0,0.086,49.0,21,0.0,,0
100291,2025-06-08,North,Referral,Mobile,11,3,29.02,0.188,0,0.069,27.0,6,126.62,2025-10-09,0
100292,2024-05-28,Central,Social,Desktop,8,4,39.9,0.14,2,0.151,2.0,19,214.0,2025-12-02,0
100293,2024-07-01,North,Referral,Tablet,5,1,43.19,0.212,0,0.017,42.0,18,60.43,2025-11-28,0
100294,2025-09-21,Central,Paid Search,Desktop,12,4,65.95,0.069,0,0.028,88.0,3,416.76,2025-10-04,0
100295,2025-10-02,Central,Social,Mobile,12,4,52.2,0.186,0,0.176,42.0,3,362.8,2025-10-01,0
100296,2025-07-11,Central,Referral,Desktop,9,0,37.71,0.093,0,0.098,15.0,5,0.0,,0
100297,2024-08-14,Central,Social,Mobile,5,2,45.42,0.067,0,0.082,31.0,16,80.35,2025-09-07,0
100298,2025-02-27,West,Paid Search,Mobile,13,1,36.99,0.316,1,0.063,2.0,10,42.68,2025-10-11,1
100299,2024-05-26,West,Social,Desktop,7,4,55.8,0.237,0,0.095,35.0,19,203.18,2025-09-04,0
100300,2025-09-19,West,Social,Desktop,8,0,57.76,0.246,0,0.146,52.0,3,0.0,,0
100301,2024-03-03,North,Email,Mobile,9,2,57.06,0.159,0,0.15,18.0,22,182.73,2025-10-21,1
100302,2025-06-28,East,Paid Search,Mobile,18,3,34.1,0.113,0,0.104,-46.0,6,95.42,2025-10-14,0
100303,2025-01-08,East,Paid Search,Desktop,8,3,60.2,0.016,0,0.202,42.0,11,223.9,2025-12-12,0
100304,2025-07-07,Central,Referral,Desktop,5,5,27.05,0.511,0,0.029,22.0,5,92.35,2025-11-28,0
100305,2024-11-25,East,Paid Search,Mobile,7,4,56.27,0.152,0,0.036,16.0,13,270.62,2025-09-07,0
100306,2024-04-25,South,Referral,Desktop,13,2,44.0,0.154,0,0.193,16.0,20,139.88,2025-10-12,0
100307,2025-07-03,West,Paid Search,Mobile,10,2,42.23,0.125,0,0.06,45.0,6,136.72,2025-10-28,0
100308,2025-04-06,South,Organic,Mobile,7,2,20.41,0.124,0,0.117,25.0,8,63.36,2025-12-31,1
100309,2024-12-05,North,Referral,Desktop,5,1,43.92,0.036,0,0.057,58.0,13,53.16,2025-12-27,0
100310,2024-09-29,East,Organic,,9,2,58.46,0.135,0,0.104,59.0,15,183.86,2025-10-26,0
100311,2024-09-08,East,Organic,Mobile,16,8,33.72,0.177,1,0.035,24.0,15,352.2,2025-12-22,0
100312,2024-12-17,South,Social,Mobile,8,2,42.76,0.367,0,0.164,22.0,12,83.48,2025-12-14,0
100313,2024-07-10,South,Referral,Mobile,8,3,38.64,0.161,0,0.083,38.0,17,150.41,2025-10-23,0
100314,2024-07-25,South,Email,Desktop,10,0,56.85,0.2,0,0.056,31.0,17,0.0,,1
100315,2024-07-22,South,Organic,Mobile,9,5,38.09,0.116,0,0.152,-9.0,17,163.85,2025-09-22,0
100316,2024-01-10,South,Organic,Mobile,12,3,27.81,0.189,0,0.197,83.0,24,74.72,2025-11-06,0
100317,2025-11-09,West,Email,Tablet,8,1,44.33,0.023,0,0.075,53.0,1,53.03,2025-09-10,1
100318,2024-06-21,South,Organic,Mobile,6,2,56.52,0.489,1,0.086,19.0,18,86.31,2025-10-20,1
100319,2024-04-30,Central,Organic,Mobile,13,4,42.81,0.11,0,0.291,-13.0,20,151.08,2025-09-09,1
100320,2024-04-20,Central,Organic,Mobile,8,1,36.05,0.179,0,0.015,30.0,20,38.02,2025-12-03,0
100321,2025-12-23,East,Paid Search,Desktop,5,2,85.23,0.323,1,0.096,16.0,1,242.16,2025-10-23,0
100322,2024-12-14,South,Email,Mobile,12,3,50.44,0.201,0,0.044,33.0,12,224.26,2025-09-12,0
100323,2024-08-26,East,Referral,Mobile,10,5,50.63,0.06,0,0.209,-19.0,16,335.73,2025-09-05,0
100324,2024-10-22,Central,Social,,7,1,39.48,0.164,2,0.119,16.0,14,48.66,2025-09-19,0
100325,2024-03-05,West,Organic,Desktop,5,3,58.3,0.102,0,0.04,25.0,22,355.22,2025-12-14,0
100326,2024-08-17,Central,Paid Search,Desktop,7,4,54.99,0.166,1,0.028,26.0,16,226.32,2025-10-18,1
100327,2024-06-30,East,Paid Search,Mobile,9,5,21.24,0.067,0,0.137,29.0,18,137.71,2025-12-20,0
100328,2025-08-10,West,Organic,Mobile,11,1,45.84,0.147,0,0.054,36.0,4,46.91,2025-11-16,0
100329,2024-02-12,South,Organic,Desktop,7,2,39.96,0.169,0,0.028,,22,68.13,2025-12-28,0
100330,2024-11-07,West,Paid Search,Mobile,7,1,36.75,0.16,0,0.316,22.0,13,58.31,2025-10-01,0
100331,2025-07-31,North,Organic,Mobile,8,2,37.78,0.165,0,0.228,12.0,5,82.44,2025-09-30,0
100332,2025-09-01,West,Social,Mobile,13,2,25.75,0.206,0,0.016,-8.0,4,71.08,2025-12-20,0
100333,2025-01-09,Central,Social,Mobile,6,2,21.79,0.121,0,0.127,22.0,11,49.06,2025-09-13,0
100334,2024-06-11,North,Organic,Mobile,9,3,56.57,0.058,0,0.058,0.0,18,283.81,2025-09-22,1
100335,2024-09-03,West,Paid Search,Mobile,11,6,48.11,0.104,0,0.08,59.0,16,271.0,2025-09-22,0
100336,2024-06-11,North,Referral,Mobile,8,4,21.52,0.064,1,0.091,28.0,18,140.74,2025-11-08,0
100337,2025-04-28,West,Referral,Mobile,8,2,37.02,0.193,0,0.088,58.0,8,107.9,2025-09-10,0
100338,2024-08-01,North,Referral,Desktop,13,3,62.67,0.146,0,0.048,72.0,17,142.38,2025-09-05,0
100339,2025-04-06,Central,Paid Search,Mobile,5,3,35.46,0.07,0,0.011,13.0,8,114.0,2025-10-27,0
100340,2025-04-24,North,Referral,Mobile,7,0,59.93,0.248,0,0.038,26.0,8,0.0,,0
100341,2025-11-18,Central,Organic,Desktop,12,3,57.85,0.047,0,0.081,68.0,1,321.36,2025-10-01,0
100342,2024-09-27,Central,Paid Search,Mobile,2,4,26.23,0.038,0,0.068,40.0,15,154.79,2025-12-26,0
100343,2025-12-03,East,Organic,Desktop,12,4,42.27,0.106,0,0.14,48.0,1,184.3,2025-11-21,0
100344,2024-10-19,West,Paid Search,Mobile,9,2,37.29,0.097,1,0.167,56.0,14,70.68,2025-12-31,0
100345,2025-05-12,West,Paid Search,Desktop,4,3,33.17,0.097,0,0.191,57.0,7,138.44,2025-10-01,0
100346,2025-04-28,Central,Organic,Mobile,6,1,24.78,0.02,1,0.07,41.0,8,27.66,2025-12-26,0
100347,2025-08-20,South,Referral,,14,0,30.54,0.212,0,0.14,70.0,4,0.0,,0
100348,2024-12-08,East,Paid Search,Mobile,16,1,32.71,0.178,0,0.115,33.0,12,36.24,2025-10-25,0
100349,2025-08-02,North,Organic,Mobile,8,1,43.19,0.22,0,0.14,48.0,5,62.13,2025-11-09,0
100350,2024-09-16,West,Organic,Mobile,9,2,54.98,0.265,0,0.104,31.0,15,195.9,2025-10-17,1
100351,2024-12-25,North,Paid Search,Desktop,9,0,54.95,0.129,0,0.049,61.0,12,0.0,,0
100352,2024-12-31,East,Paid Search,Desktop,7,1,55.92,0.104,0,0.011,17.0,12,67.52,2025-09-25,1
100353,2025-05-29,East,Paid Search,Mobile,12,1,36.32,0.188,0,0.032,-7.0,7,33.87,2025-11-30,0
100354,2025-03-28,East,Organic,Desktop,16,2,52.09,0.105,0,0.01,,9,148.25,2025-09-21,0
100355,2024-02-27,East,Referral,Desktop,6,2,44.74,0.289,0,0.159,9.0,22,152.45,2025-09-16,0
100356,2025-08-14,West,Email,Desktop,8,6,42.41,0.084,1,0.24,3.0,4,396.75,2025-10-26,0
100357,2025-07-08,West,Paid Search,Desktop,10,3,83.25,0.085,0,0.164,67.0,5,319.05,2025-10-22,0
100358,2024-03-17,East,Social,Desktop,9,3,22.22,0.43,0,0.037,59.0,21,62.65,2025-09-12,0
100359,2025-12-04,East,Referral,,8,1,23.84,0.187,0,0.169,26.0,1,30.36,2025-11-13,1
100360,2025-04-27,Central,Email,Desktop,9,2,48.48,0.153,1,0.123,-46.0,8,153.06,2025-11-14,0
100361,2024-03-03,North,Social,Desktop,16,2,41.61,0.085,0,0.144,48.0,22,106.97,2025-09-09,0
100362,2024-12-25,North,Email,Mobile,7,3,26.95,0.105,0,0.2,52.0,12,94.87,2025-11-13,0
100363,2025-09-03,North,Email,Mobile,5,0,30.0,0.088,0,0.076,48.0,3,0.0,,1
100364,2024-07-23,West,Referral,Mobile,7,6,33.58,0.142,1,0.033,42.0,17,457.27,2025-12-31,0
100365,2025-11-13,East,Paid Search,Desktop,13,0,58.18,0.135,0,0.064,30.0,1,0.0,,0
100366,2024-11-01,West,Organic,Mobile,10,3,57.63,0.107,0,0.105,25.0,14,162.68,2025-12-02,0
100367,2024-06-14,West,Organic,Desktop,7,2,75.21,0.119,0,0.064,7.0,18,187.76,2025-09-30,0
100368,2024-09-17,South,Paid Search,Desktop,13,4,27.59,0.036,0,0.074,18.0,15,129.51,2025-11-01,0
100369,2025-01-18,Central,Paid Search,Tablet,10,3,27.53,0.135,1,0.152,39.0,11,127.06,2025-11-19,1
100370,2025-05-18,West,Paid Search,Mobile,8,3,28.28,0.17,0,0.023,43.0,7,129.91,2025-09-10,1
100371,2025-11-09,South,Social,Desktop,10,3,58.17,0.293,0,0.095,55.0,1,144.52,2025-11-08,0
100372,2024-05-22,South,Social,Desktop,8,3,45.57,0.141,0,0.199,,19,134.5,2025-11-12,0
100373,2025-12-02,South,Referral,Mobile,4,3,39.14,0.137,1,0.255,-11.0,1,112.26,2025-10-06,1
100374,2025-01-20,North,Organic,Desktop,4,1,49.27,0.024,2,0.09,18.0,11,74.3,2025-11-30,0
100375,2024-04-03,North,Organic,Mobile,8,1,39.27,0.051,0,0.055,10.0,21,53.67,2025-11-10,0
100376,2025-11-08,Central,Referral,Desktop,8,4,33.39,0.269,0,0.058,40.0,1,137.84,2025-10-08,0
100377,2024-09-12,East,Referral,Mobile,11,3,46.5,0.103,0,0.012,2.0,15,177.43,2025-11-23,1
100378,2025-03-29,South,Email,Mobile,13,2,34.61,0.129,0,0.049,65.0,9,62.34,2025-11-10,0
100379,2025-05-25,West,Referral,Mobile,8,1,31.09,0.206,0,0.15,14.0,7,29.94,2025-12-30,1
100380,2024-01-10,East,Email,Mobile,7,4,45.08,0.159,0,0.156,75.0,24,153.77,2025-09-27,0
100381,2024-06-10,Central,Paid Search,Mobile,8,3,34.05,0.092,0,0.05,48.0,18,128.13,2025-09-19,0
100382,2025-05-16,West,Paid Search,Desktop,11,3,52.16,0.109,0,0.082,9.0,7,194.92,2025-10-12,0
100383,2024-08-25,East,Organic,Mobile,8,2,36.69,0.134,0,0.097,87.0,16,68.36,2025-10-29,0
100384,2024-01-07,South,Social,Mobile,6,4,44.94,0.083,0,0.032,42.0,24,242.42,2025-09-15,0
100385,2024-01-18,Central,Email,Desktop,20,4,46.32,0.112,0,0.094,39.0,23,289.88,2025-09-20,0
100386,2025-08-27,West,Paid Search,Desktop,8,1,38.22,0.054,0,0.168,33.0,4,36.22,2025-11-05,0
100387,2024-04-22,Central,Social,Mobile,10,4,39.53,0.161,1,0.134,42.0,20,171.9,2025-10-18,0
100388,2024-03-14,North,Organic,Desktop,10,3,51.02,0.166,0,0.246,48.0,21,204.93,2025-09-10,0
100389,2025-02-15,Central,Organic,Mobile,8,2,42.97,0.025,0,0.082,13.0,10,106.34,2025-12-07,0
100390,2024-03-27,West,Organic,Desktop,10,3,63.51,0.33,0,0.127,30.0,21,149.51,2025-09-29,1
100391,2025-04-22,North,Organic,,19,2,33.58,0.125,0,0.106,38.0,8,71.89,2025-11-18,0
100392,2025-02-01,East,Email,Desktop,9,0,53.58,0.144,0,0.086,50.0,11,0.0,,0
100393,2025-04-19,West,Paid Search,Tablet,6,1,27.45,0.058,0,0.032,50.0,8,32.21,2025-11-11,0
100394,2024-12-25,North,Referral,Desktop,8,4,47.35,0.285,1,0.075,,12,206.41,2025-10-30,0
100395,2025-07-22,East,Social,Mobile,8,1,34.13,0.168,1,0.183,17.0,5,59.4,2025-10-04,0
100396,2025-04-16,Central,Organic,Desktop,9,3,64.68,0.194,1,0.231,15.0,8,214.58,2025-12-13,0
100397,2024-10-30,South,Organic,Mobile,12,0,34.55,0.1,0,0.1,5.0,14,0.0,,0
100398,2024-01-12,East,Referral,Desktop,13,1,55.3,0.251,0,0.27,50.0,23,64.51,2025-10-13,0
100399,2024-07-18,East,Organic,Desktop,9,2,26.87,0.105,0,0.074,20.0,17,100.15,2025-10-16,0
100400,2024-04-06,South,Email,Tablet,11,2,34.78,0.427,0,0.1,30.0,21,70.93,2025-09-23,0
100401,2024-01-12,Central,Organic,Mobile,11,3,29.38,0.038,0,0.067,41.0,23,97.43,2025-10-02,0
100402,2024-07-18,West,Social,Mobile,11,4,79.62,0.105,1,0.042,31.0,17,355.27,2025-11-06,0
100403,2024-05-31,North,Referral,Mobile,13,2,35.09,0.034,1,0.254,30.0,19,100.31,2025-11-29,1
100404,2024-02-26,Central,Organic,Mobile,6,2,38.01,0.206,1,0.09,8.0,22,81.61,2025-09-17,0
100405,2024-08-16,Central,Organic,Mobile,10,1,38.58,0.172,0,0.044,42.0,16,31.03,2025-09-17,0
100406,2025-01-05,South,Email,Mobile,11,3,23.36,0.136,0,0.295,27.0,12,70.53,2025-12-16,0
100407,2024-05-10,Central,Organic,Desktop,12,0,37.21,0.216,0,0.066,33.0,20,0.0,,0
100408,2024-07-18,North,Paid Search,Mobile,8,1,46.03,0.176,0,0.076,64.0,17,61.73,2025-10-02,0
100409,2024-01-15,Central,Paid Search,Mobile,11,1,39.29,0.156,0,0.021,48.0,23,40.13,2025-10-13,0
100410,2024-02-06,West,Organic,Mobile,14,6,21.55,0.231,1,0.203,16.0,23,137.95,2025-09-18,0
100411,2024-04-25,West,Referral,Desktop,9,2,42.98,0.038,0,0.146,31.0,20,107.21,2025-12-05,0
100412,2024-11-27,North,Referral,Desktop,8,2,65.18,0.262,2,0.167,68.0,13,121.88,2025-09-10,0
100413,2025-05-01,Central,Paid Search,Mobile,4,0,45.22,0.13,2,0.154,20.0,8,0.0,,0
100414,2025-07-30,North,Referral,Mobile,11,1,59.48,0.214,1,0.077,31.0,5,77.32,2025-12-20,0
100415,2025-04-05,South,Organic,Mobile,8,3,27.39,0.285,0,0.093,52.0,9,68.73,2025-10-04,0
100416,2025-03-26,North,Organic,Mobile,10,5,57.11,0.15,0,0.08,40.0,9,365.12,2025-09-11,0
100417,2025-11-14,West,Social,Mobile,10,3,39.32,0.062,0,0.104,26.0,1,109.81,2025-11-19,0
100418,2024-07-05,North,Email,Mobile,5,3,62.94,0.053,1,0.14,12.0,18,177.26,2025-12-12,1
100419,2025-08-06,Central,Organic,Desktop,10,2,43.16,0.045,0,0.106,35.0,4,89.98,2025-09-17,0
100420,2025-11-15,West,Organic,Mobile,10,3,23.13,0.27,0,0.12,51.0,1,110.51,2025-12-20,0
100421,2025-02-19,North,Paid Search,Desktop,10,5,60.36,0.209,1,0.031,64.0,10,227.73,2025-10-13,0
100422,2025-09-06,North,Referral,Mobile,11,1,37.35,0.093,0,0.024,-2.0,3,40.23,2025-12-16,0
100423,2024-04-10,North,Organic,Tablet,17,1,37.8,0.137,0,0.141,79.0,21,44.69,2025-10-13,0
100424,2025-10-04,West,Paid Search,Tablet,9,3,29.62,0.092,0,0.211,28.0,2,143.92,2025-12-18,1
100425,2025-02-16,Central,Referral,Desktop,8,1,71.99,0.132,2,0.132,51.0,10,139.67,2025-11-16,0
100426,2024-06-10,South,Paid Search,Mobile,13,4,32.13,0.27,0,0.114,17.0,18,130.91,2025-11-06,0
100427,2024-02-15,Central,Organic,Mobile,8,2,57.88,0.123,1,0.125,-10.0,22,158.46,2025-09-14,1
100428,2025-06-10,North,Organic,Desktop,14,5,40.95,0.121,0,0.198,2.0,6,239.36,2025-10-07,0
100429,2024-11-10,Central,Paid Search,Desktop,7,2,34.25,0.026,0,0.162,27.0,13,82.73,2025-09-09,0
100430,2024-08-14,Central,Paid Search,Mobile,9,3,55.5,0.199,0,0.064,48.0,16,207.3,2025-10-28,0
100431,2024-10-12,West,Referral,Mobile,11,2,42.62,0.173,0,0.072,36.0,14,67.33,2025-12-01,0
100432,2025-12-25,West,Social,Mobile,7,1,39.11,0.113,0,0.121,29.0,1,46.39,2025-11-11,0
100433,2024-11-08,Central,Social,Desktop,11,0,29.21,0.308,0,0.179,63.0,13,0.0,,0
100434,2024-02-27,North,Email,Desktop,11,2,41.05,0.2,0,0.15,35.0,22,76.98,2025-10-25,0
100435,2024-07-23,North,Paid Search,Desktop,7,1,53.65,0.084,0,0.12,42.0,17,72.99,2025-09-14,0
100436,2024-04-16,North,Paid Search,Desktop,5,0,33.07,0.108,0,0.106,100.0,20,0.0,,0
100437,2025-05-16,East,Email,Mobile,15,3,33.0,0.136,0,0.049,35.0,7,120.66,2025-12-19,0
100438,2025-08-08,West,Organic,Mobile,14,3,36.48,0.031,1,0.213,13.0,4,189.29,2025-09-27,0
100439,2025-09-06,West,Referral,Mobile,6,1,44.32,0.152,0,0.025,47.0,3,49.65,2025-11-26,0
100440,2025-04-07,Central,Referral,Desktop,8,2,69.17,0.257,0,0.288,53.0,8,739.36,2025-10-22,0
100441,2025-07-15,North,Organic,Mobile,8,2,36.69,0.043,0,0.144,43.0,5,63.26,2025-09-08,0
100442,2024-11-01,West,Paid Search,Mobile,8,6,34.84,0.249,0,0.147,,14,263.03,2025-09-17,0
100443,2025-04-03,North,Organic,Mobile,8,1,86.09,0.197,1,0.219,68.0,9,126.34,2025-11-03,0
100444,2024-03-19,South,Organic,Mobile,10,3,31.98,0.148,1,0.316,64.0,21,112.13,2025-12-26,0
100445,2025-01-28,West,Paid Search,Mobile,4,1,40.07,0.115,0,0.072,32.0,11,42.82,2025-09-08,1
100446,2025-02-11,Central,Organic,Mobile,6,1,33.69,0.246,0,0.091,19.0,10,23.75,2025-09-14,0
100447,2024-01-23,West,Referral,Mobile,10,4,40.26,0.081,1,0.211,41.0,23,201.73,2025-11-16,0
100448,2025-02-04,North,Email,Desktop,7,2,47.69,0.135,1,0.166,14.0,11,95.61,2025-12-15,0
100449,2025-06-12,West,Referral,Mobile,11,2,56.3,0.201,0,0.156,57.0,6,111.72,2025-10-29,0
100450,2024-09-25,North,Organic,Mobile,11,2,44.68,0.05,0,0.036,46.0,15,164.37,2025-09-26,0
100451,2025-02-02,Central,Organic,Mobile,6,2,50.35,0.162,0,0.149,100.0,11,75.68,2025-11-07,0
100452,2024-07-28,West,Organic,Desktop,5,4,63.66,0.291,0,0.012,72.0,17,188.38,2025-12-29,0
100453,2024-07-16,North,Organic,Mobile,7,3,42.3,0.096,0,0.024,8.0,17,162.42,2025-11-07,0
100454,2024-04-04,North,Email,Desktop,4,3,51.85,0.223,0,0.153,22.0,21,162.78,2025-10-31,0
100455,2024-08-27,North,Paid Search,Desktop,3,0,64.91,0.127,0,0.1,-13.0,16,0.0,,1
100456,2025-08-10,Central,Organic,Desktop,5,2,31.59,0.053,0,0.128,-18.0,4,82.98,2025-09-26,0
100457,2025-11-14,East,Referral,Mobile,11,3,81.07,0.281,0,0.135,38.0,1,292.21,2025-10-09,0
100458,2025-04-09,West,Paid Search,Desktop,7,4,42.4,0.128,0,0.297,5.0,8,158.78,2025-11-13,1
100459,2025-04-01,West,Organic,Mobile,13,3,37.2,0.059,1,0.08,72.0,9,117.81,2025-09-09,0
100460,2025-03-24,East,Organic,Mobile,6,2,27.07,0.296,1,0.092,59.0,9,61.4,2025-12-04,0
100461,2024-12-13,North,Social,Mobile,12,2,27.8,0.362,0,0.211,,12,63.28,2025-11-22,0
100462,2024-11-05,Central,Referral,Mobile,11,5,51.85,0.255,0,0.026,27.0,14,333.11,2025-09-21,0
100463,2025-03-29,South,Organic,Mobile,12,1,68.17,0.118,1,0.116,68.0,9,70.6,2025-09-03,0
100464,2025-07-27,East,Email,Mobile,5,0,32.74,0.123,0,0.077,78.0,5,0.0,,0
100465,2024-10-29,West,Referral,Mobile,23,2,47.95,0.222,0,0.063,12.0,14,140.19,2025-10-08,0
100466,2025-02-17,West,Referral,Mobile,7,2,46.27,0.187,0,0.092,8.0,10,109.36,2025-09-10,0
100467,2024-12-09,Central,Organic,Mobile,11,3,49.28,0.189,0,0.07,,12,168.18,2025-12-16,0
100468,2024-07-27,North,Organic,Desktop,8,0,85.99,0.081,0,0.022,46.0,17,0.0,,0
100469,2024-07-31,East,Referral,,6,2,61.67,0.118,0,0.026,22.0,17,126.66,2025-11-12,0
100470,2024-02-27,East,Paid Search,Desktop,7,2,42.39,0.163,1,0.075,42.0,22,79.06,2025-10-21,0
100471,2024-11-17,East,Social,Mobile,9,4,42.74,0.037,0,0.354,84.0,13,195.82,2025-12-02,0
100472,2025-06-04,North,Referral,Mobile,4,3,50.43,0.145,1,0.068,-5.0,7,200.91,2025-11-03,0
100473,2025-05-16,North,Organic,Mobile,8,1,39.68,0.096,0,0.139,24.0,7,38.37,2025-12-03,0
100474,2025-12-21,South,Referral,Mobile,10,6,28.15,0.248,0,0.138,0.0,1,189.22,2025-10-15,0
100475,2024-01-30,South,Email,Mobile,12,0,29.15,0.311,0,0.075,14.0,23,0.0,,0
100476,2025-07-10,East,Referral,Mobile,13,1,55.55,0.076,0,0.212,28.0,5,105.4,2025-12-24,0
100477,2025-08-04,West,Paid Search,Mobile,4,3,60.01,0.176,1,0.11,12.0,4,252.97,2025-09-07,1
